destinationProvince	mainCity	destinationDistrict
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Kaidipang
Papua Barat	Kab. Kaimana	Kaimana
Maluku	Kab. Seram Bagian Barat	Kairatu
Papua Barat	Kab. Sorong Selatan	Kais
Sulawesi Selatan	Kab. Bulukumba	Kajang
Jawa Tengah	Kab. Pekalongan	Kajen
Jawa Tengah	Kab. Magelang	Kajoran
Sulawesi Selatan	Kab. Bone	Kajuara
Sulawesi Utara	Kab. Minahasa	Kakas
Nusa Tenggara Timur	Kab. Belu	Kakuluk Mesak
Nusa Tenggara Timur	Kab. Alor	Kalabahi
Jawa Barat	Kab. Sukabumi	Kalapa Nunggal
D.I. Yogyakarta	Kab. Sleman	Kalasan
Sulawesi Utara	Kab. Minahasa Utara	Kalawat
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kalbano
Sulawesi Tenggara	Kab. Wakatobi	Kaledupa
Lampung	Kab. Lampung Selatan	Kalianda
Jawa Timur	Kab. Sumenep	Kalianget
Jawa Tengah	Kab. Magelang	Kaliangkrik
Jawa Tengah	Kab. Banyumas	Kalibagor
Jawa Timur	Kab. Banyuwangi	Kalibaru
Jawa Tengah	Kab. Wonosobo	Kalibawang
D.I. Yogyakarta	Kab. Kulon Progo	Kalibawang
Jawa Tengah	Kab. Banjarnegara	Kalibening
Jawa Barat	Kab. Sukabumi	Kalibunder
Jawa Timur	Kab. Tulungagung	Kalidawir
DKI Jakarta	Kota Administrasi Jakarta Barat	Kalideres
Sumatera Selatan	Kota Palembang	Kalidoni
Jawa Tengah	Kab. Purworejo	Kaligesing
Jawa Tengah	Kab. Purbalingga	Kaligondang
Jawa Tengah	Kab. Sragen	Kalijambe
Jawa Barat	Kab. Subang	Kalijati
Jawa Tengah	Kab. Wonosobo	Kalikajar
Jawa Tengah	Kab. Klaten	Kalikotes
Jawa Tengah	Kab. Purbalingga	Kalimanah
Jawa Barat	Kab. Kuningan	Kalimanggis
Jawa Tengah	Kab. Jepara	Kalinyamatan
Kalimantan Timur	Kab. Kutai Timur	Kaliorang
Jawa Tengah	Kab. Rembang	Kaliori
Jawa Timur	Kab. Malang	Kalipare
Jawa Barat	Kab.Ciamis	Kalipucang
Jawa Timur	Kab. Banyuwangi	Kalipuro
Lampung	Kab. Lampung Tengah	Kalirejo
Kalimantan Barat	Kab. Kapuas Hulu	Kalis
Jawa Timur	Kab. Jember	Kalisat
Jawa Timur	Kab. Lamongan	Kalitengah
Jawa Tengah	Kab. Bojonegoro	Kalitidu
Jawa Timur	Kab. Jember	Kaliwates
Jawa Barat	Kab. Cirebon	Kaliwedi
Jawa Tengah	Kab. Wonosobo	Kaliwiro
Jawa Tengah	Kab. Kendal	Kaliwungu
Jawa Tengah	Kab. Kudus	Kaliwungu
Jawa Tengah	Kab. Semarang	Kaliwungu
Jawa Tengah	Kab. Temanggung	Kaloran
Sulawesi Barat	Kab. Mamuju	Kalukku
Sulawesi Selatan	Kab. Pangkajene Kepulauan	Kalukuang Masalima
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Kalumpang
Sulawesi Barat	Kab. Mamuju	Kalumpang
Jawa Timur	Kab. Bangkalan	Kamal
Sumatera Barat	Kab. Sijunjung	Kamang Baru
Sumatera Barat	Kab. Agam	Kamang Magek
Sulawesi Selatan	Kab. Luwu Utara	Kamanre
Sulawesi Tenggara	Kab. Muna	Kambowa
Kalimantan Tengah	Kab. Katingan	Kamipang
Jawa Timur	Kab. Trenggalek	Kampak
Riau	Kab. Kampar	Kampar
Riau	Kab. Kampar	Kampar Kiri
Riau	Kab. Kampar	Kampar Kiri Hilir
Riau	Kab. Kampar	Kampar Kiri Hulu
Riau	Kab. Kampar	Kampar Timur
Riau	Kab. Kampar	Kampar Utara
Jawa Tengah	Kab. Cilacap	Kampung Laut
Bengkulu	Kota Bengkulu	Kampung Melayu
Sumatera Utara	Kab. Labuhan Batu	Kampung Rakyat
Papua	Kab. Dogiyai	Kamu
Papua	Kab. Dogiyai	Kamu Selatan
Papua	Kab. Dogiyai	Kamu Timur
Papua	Kab. Dogiyai	Kamu Utara
Jawa Tengah	Kab. Pekalongan	KANDANG SERANG
Jawa Timur	Kab. Kediri	Kandangan
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Kandangan
Jawa Tengah	Kab. Temanggung	Kandangan
Jawa Barat	Kab. Indramayu	Kandanghaur
Jawa Timur	Kab. Kediri	Kandat
Jawa Tengah	Kab. Batang	Kandeman
Riau	Kab. Siak	Kandis
Jawa Timur	Kab. Sumenep	Kangean
Papua	Kab. Talikora	Kanggime
Jawa Tengah	Kab. Kendal	Kangkung
Jawa Timur	Kota Probolinggo	Kanigaran
Jawa Timur	Kab. Blitar	Kanigoro
Jawa Tengah	Kab. Bojonegoro	Kanor
Maluku Utara	Kab. Halmahera Utara	Kao
Sulawesi Selatan	Kab. Tana Toraja Utara	Kapala Pitu
Jawa Tengah	Kab. Bojonegoro	Kapas
Jawa Barat	Kab. Cirebon	Kapetakan
Papua	Kab. Deiyai	Kapiraya
Jawa Timur	Kab Situbondo	Kapongan
Sulawesi Tenggara	Kab. Buton & Buton Utara	Kapontori
Kalimantan Tengah	Kab. Kapuas	Kapuas Barat
Kalimantan Tengah	Kab. Kapuas	Kapuas Hilir
Kalimantan Tengah	Kab. Kapuas	Kapuas Hulu
Kalimantan Tengah	Kab. Kapuas	Kapuas Kuala
Kalimantan Tengah	Kab. Kapuas	Kapuas Murung
Kalimantan Tengah	Kab. Kapuas	Kapuas Tengah
Kalimantan Tengah	Kab. Kapuas	Kapuas Timur
Sumatera Barat	Kab. Lima Puluh Kota	Kapur IX
Aceh	Kab. Aceh Tamiang	Karang Baru
Sumatera Selatan	Kab. Musi Rawas	Karang Dapo
Kalimantan Selatan	Kab. Banjar	Karang Intan
Sumatera Selatan	Kab. Musi Rawas	Karang Jaya
Bengkulu	Kab. Bengkulu Utara	Karang Tinggi
Jawa Barat	Kab. Indramayu	Karangampel
Jawa Timur	Kab. Trenggalek	Karangan
Kalimantan Timur	Kab. Kutai Timur	Karangan
Jawa Tengah	Kab. Klaten	Karanganom
Jawa Tengah	Kab. Karang Anyar	Karanganyar
Jawa Timur	Kab. Ngawi	Karanganyar
Jawa Tengah	Kab. Kebumen	Karanganyar
Jawa Tengah	Kab. Demak	Karanganyar
Jawa Tengah	Kab. Purbalingga	Karanganyar
Jawa Tengah	Kab. Pekalongan	Karanganyar
Bali	Kab. Karangasem	Karangasem
Jawa Tengah	Kab. Demak	Karangawen
Jawa Barat	Kab. Bekasi	Karangbahagia
Jawa Timur	Kab. Lamongan	Karangbinangun
Jawa Tengah	Kab. Pekalongan	Karangdadap
Jawa Tengah	Kab. Klaten	Karangdowo
Jawa Tengah	Kab. Kebumen	Karanggayam
Jawa Tengah	Kab. Boyolali	Karanggede
Jawa Timur	Kab. Lamongan	Karanggeneng
Jawa Tengah	Kab. Purbalingga	Karangjambu
Jawa Timur	Kab. Ngawi	Karangjati
Jawa Barat	Kab. Tasikmalaya	Karangjaya
Jawa Barat	Kab. Kuningan	Karangkancana
Jawa Tengah	Kab. Banjarnegara	Karangkobar
Jawa Tengah	Kab. Banyumas	Karanglewas
Jawa Tengah	Kab. Sragen	Karangmalang
D.I. Yogyakarta	Kab. Gunung Kidul	Karangmojo
Jawa Tengah	Kab. Purbalingga	Karangmoncol
Jawa Tengah	Kab. Klaten	Karangnongko
Jawa Barat	Kab. Tasikmalaya	Karangnunggal
Jawa Tengah	Kab. Karang Anyar	Karangpandan
Jawa Barat	Kab. Garut	Karangpawitan
Jawa Timur	Kota Surabaya	Karangpilang
Jawa Timur	Kab. Malang	Karangploso
Jawa Tengah	Kab. Cilacap	Karangpucung
Jawa Tengah	Kab. Grobogan	Karangrayung
Jawa Tengah	Kab. Purbalingga	Karangreja
Jawa Timur	Kab. Magetan	Karangrejo
Jawa Timur	Kab. Tulungagung	Karangrejo
Jawa Tengah	Kab. Kebumen	Karangsambung
Jawa Barat	Kab. Cirebon	Karangsembung
Banten	Kab. Pandeglang	Karangtanjung
Banten	Kota Tangerang	Karangtengah
Jawa Tengah	Kab. Demak	Karangtengah
Jawa Barat	Kab. Cianjur	Karangtengah
Jawa Barat	Kab. Garut	Karangtengah
Jawa Tengah	Kab. Wonogiri	Karangtengah
Jawa Barat	Kab. Cirebon	Karangwareng
Jawa Timur	Kab. Magetan	Karas
Kalimantan Selatan	Kab. Barito Selatan	Karau Kuala
Banten	Kota Tangerang	Karawaci
Jawa Barat	Kab. Karawang	Karawang
Jawa Barat	Kab. Karawang	Karawang Barat
Jawa Barat	Kab. Karawang	Karawang Timur
Jawa Timur	Kab. Madiun	Kare
Nusa Tenggara Timur	Kab. Sumba Timur	Karera
Papua	Kab. Jayapura	Kareuh
Kepulauan Riau	Kab. Karimun	Karimun
Jawa Tengah	Kab. Jepara	Karimunjawa
Sulawesi Barat	Kab. Mamuju	Karossa
Jawa Tengah	Kab. Sukoharjo	Kartasura
Jawa Timur	Kota Madiun	Kartoharjo
Jawa Timur	Kab. Magetan	Kartoharjo
Papua	Kab. Talikora	Karubaga
Lampung	Kab. Lampung Barat	Karya Penggawa
Jawa Timur	Kab. Malang	Kasembon
Banten	Kota Serang	Kasemen
D.I. Yogyakarta	Kab. Bantul	Kasihan
Jawa Tengah	Kab. Bojonegoro	Kasiman
Sulawesi Tengah	Kab. Parigi Moutong	Kasimbar
Kalimantan Tengah	Kab. Katingan	Kasongan
Lampung	Kab. Way Kanan	Kasui
Jawa Barat	Kab. Bandung	Katapang
Riau	Kab. Indragiri Hilir	Kateman
Lampung	Kab. Lampung Selatan	Katibung
Nusa Tenggara Timur	Kab. Sumba Tengah	Katikutana
Kalimantan Tengah	Kab. Katingan	Katingan Hilir
Kalimantan Tengah	Kab. Katingan	Katingan Hulu
Kalimantan Tengah	Kab. Katingan	Katingan Kuala
Kalimantan Tengah	Kab. Katingan	Katingan Tengah
Sulawesi Tenggara	Kab. Muna	Katobu
Kalimantan Timur	Kab. Kutai Timur	Kaubun
Sulawesi Utara	Kab. Minahasa Utara	Kauditan
Jawa Timur	Kab. Ponorogo	Kauman
Jawa Timur	Kab. Tulungagung	Kauman
Bengkulu	Kab. Kaur	Kaur
Bengkulu	Kab. Kaur	Kaur Selatan
Bengkulu	Kab. Kaur	Kaur Tengah
Bengkulu	Kab. Kaur	Kaur Utara
Jawa Barat	Kab.Ciamis	Kawali
Jawa Barat	Kota Tasikmalaya	Kawalu
Sulawesi Utara	Kab. Minahasa	Kawangkoan
Jawa Timur	Kab. Magetan	Kawedanan
Jawa Tengah	Kab. Cilacap	Kawunganten
Kalimantan Timur	Kab. Malinau	Kayan Hilir
Kalimantan Barat	Kab. Sintang	Kayan Hilir
Kalimantan Timur	Kab. Malinau	Kayan Hulu
Kalimantan Barat	Kab. Sintang	Kayan Hulu
Nusa Tenggara Barat	Kab. Lombok Barat	Kayangan
Jawa Tengah	Kab. Pati	Kayen
Jawa Timur	Kab. Kediri	Kayen Kidul
Maluku Utara	Kab. Halmahera Selatan	Kayoa
Jambi	Kab. Kerinci	Kayu Aro
Jawa Tengah	Kab. Karang Anyar	Kebakkramat
Papua	Kab. Manokwari	Kebar
Jawa Tengah	Kab. Banyumas	Kebasen
Aceh	Kab. Aceh Tengah	Kebayakan
DKI Jakarta	Kota Administrasi Jakarta Selatan	Kebayoran Baru
DKI Jakarta	Kota Administrasi Jakarta Selatan	Kebayoran Lama
Jawa Timur	Kab.Gresik	Kebomas
DKI Jakarta	Kota Administrasi Jakarta Barat	Kebon Jeruk
Jawa Timur	Kab. Pacitan	Kebonagung
Jawa Tengah	Kab. Demak	Kebonagung
Jawa Tengah	Kab. Klaten	Kebonarum
Jawa Barat	Kab. Sukabumi	Kebonpedes
Jawa Timur	Kab. Madiun	Kebonsari
Jawa Tengah	Kab. Kebumen	Kebumen
Aceh	Kab. Aceh Barat	Kec. Kaway XVI
Jawa Timur	Kab.Gresik	Kedamean
Kalimantan Barat	Kab. Kapuas Hulu	Kedamin
Lampung	Kota Bandar Lampung	Kedaton
Sumatera Barat	Kab. Pasuruan	Kedawung
Jawa Tengah	Kab. Sragen	Kedawung
Jawa Barat	Kab. Cirebon	Kedawung
Jawa Tengah	Kab. Bojonegoro	Kedewan
Jawa Timur	Kota Kediri	Kediri
Nusa Tenggara Barat	Kab. Lombok Barat	Kediri
Bali	Kab. Tabanan	Kediri
Jawa Barat	Kab. Indramayu	Kedokan Bunder
Lampung	Kab. Pesawaran	Kedondong
Jawa Timur	Kota Probolinggo	Kedopok
Jawa Tengah	Kab. Temanggung	Kedu
Jawa Timur	Kab. Sampang	KEDUNDUNG
Jawa Tengah	Kab. Jepara	Kedung
Jawa Tengah	Kab. Bojonegoro	Kedungadem
Jawa Tengah	Kab. Banyumas	Kedungbanteng
Jawa Tengah	Kab. Tegal	Kedungbanteng
Jawa Timur	Kab. Ngawi	Kedunggalar
Jawa Timur	Kab. Lumajang	Kedungjajang
Jawa Tengah	Kab. Grobogan	Kedungjati
Jawa Timur	Kota Malang	Kedungkandang
Jawa Timur	Kab. Lamongan	Kedungpring
Jawa Tengah	Kab. Cilacap	Kedungrejo
Jawa Tengah	Kab. Blora	Kedungtuban
Jawa Barat	Kab. Bekasi	Kedungwaringin
Jawa Timur	Kab. Tulungagung	Kedungwaru
Jawa Tengah	Kab. Pekalongan	Kedungwuni
Bengkulu	Kab. Bengkulu Selatan	Kedurang
Sulawesi Selatan	Kab. Wajo	Keera
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Kefamenanu
Maluku	Kab. Maluku Tenggara	Kei Besar
Maluku	Kab. Maluku Tenggara	Kei Besar Selatan
Maluku	Kab. Maluku Tenggara	Kei Besar Utara Timur
Maluku	Kab. Maluku Tenggara	Kei Kecil
Jawa Tengah	Kab. Wonosobo	Kejajar
Jawa Barat	Kota Cirebon	Kejaksan
Sumatera Barat	Kab. Pasuruan	Kejayan
Jawa Tengah	Kab. Purbalingga	Kejobong
Aceh	Kab. Aceh Tamiang	Kejuruan Muda
Kalimantan Barat	Kab. Sintang	Kelam Permai
Kepulauan Bangka Belitung	Kab. Bangka Barat	Kelapa
DKI Jakarta	Kota Administrasi Jakarta Utara	Kelapa Gading
Kepulauan Bangka Belitung	Kab. Belitung Timur	Kelapa Kampit
Nusa Tenggara Timur	Kota Kupang	Kelapa Lima
Sulawesi Selatan	Kab. Jeneponto	Kelara
Kalimantan Timur	Kab. Berau	Kelay
Riau	Kab. Indragiri Hulu	Kelayang
Sumatera Selatan	Kab. Muara Enim	Kelekar
Papua	Kab. Jayawijaya	Kelila
Jambi	Kab. Kerinci	Keliling Danau
Nusa Tenggara Timur	Kab. Ende	Kelimutu
Jawa Tengah	Kab. Jepara	Keling
Kalimantan Selatan	Kab. Tabalong	Kelua
Sumatera Selatan	Kab. Musi Banyuasin	Keluang
Nusa Tenggara Timur	Kab. Flores Timur	Kelubagolit
Lampung	Kab. Tanggamus	Kelumbayan
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Hulu
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Selatan
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Tengah
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Utara
Sulawesi Utara	Kab. Minahasa Utara	Kema
Jawa Tengah	Kab. Klaten	Kemalang
Jawa Barat	Kab. Bogor	Kemang
Jawa Tengah	Kab. Purbalingga	Kemangkon
DKI Jakarta	Kota Administrasi Jakarta Pusat	Kemayoran
Jawa Tengah	Kab. Jepara	Kembang
Kalimantan Timur	Kab. Kutai Kartanegara	Kembang Janggut
Aceh	Kab. Pidie	Kembang Tanjung
DKI Jakarta	Kota Administrasi Jakarta Barat	Kembangan
Jawa Timur	Kab. Lamongan	Kembangbahu
Jawa Tengah	Kab. Banyumas	Kembaran
Kalimantan Barat	Kab. Sanggau	Kembayan
Papua	Kab. Talikora	Kembu
Lampung	Kota Bandar Lampung	Kemiling
Jawa Tengah	Kab. Purworejo	Kemiri
Banten	Kab. Tangerang	Kemiri
Jawa Timur	Kab. Mojokerto	Kemlagi
Nusa Tenggara Barat	Kab. Dompu	Kempo
Jawa Tengah	Kab. Banyumas	Kemranjen
Papua	Kab. Jayapura	Kemtuk
Papua	Kab. Jayapura	Kemtuk Gresie
Sumatera Selatan	Kota Palembang	Kemuning
Riau	Kab. Indragiri Hilir	Kemuning
Jawa Tengah	Kab. Boyolali	Kemusu
Jawa Timur	Kab. Jember	Kencong
Sulawesi Utara	Kab. Kepulauan Sangihe	Kendahe
Jawa Tengah	Kab. Kendal	Kendal
Jawa Timur	Kab. Ngawi	Kendal
Sulawesi Tenggara	Kota Kendari	Kendar
Sulawesi Tenggara	Kota Kendari	Kendari
Kalimantan Barat	Kab. Ketapang	Kendawangan
Jawa Timur	Kab Situbondo	Kendit
Jawa Timur	Kab. Ngawi	Kendungan
Jawa Timur	Kab. Tuban	Kenduruan
Jawa Timur	Kota Surabaya	Kenjeran
Kalimantan Timur	Kab. Kutai Kartanegara	Kenohan
Papua	Kab. Jayawijaya	Kenyam
Nusa Tenggara Timur	Kab. Nagekeo	Keo Tengah
Bengkulu	Kab. Kepahiang	Kepahiang
Jawa Timur	Kab. Malang	Kepanjen
Jawa Timur	Kota Blitar	Kepanjenkidul
Riau	Kab. Rokan Hulu	Kepenuhan
Papua	Kab. Mappi	Kepi
Jawa Tengah	Kab. Wonosobo	Kepil
Jawa Tengah	Kab. Bojonegoro	Kepohbaru
Papua Barat	Kab. Raja Ampat	Kepulauan Ayau
Papua	Kab. Biak Numfor	Kepulauan Padaidio
DKI Jakarta	Kota Administrasi Kepulauan Seribu	Kepulauan Seribu Selatan
DKI Jakarta	Kota Administrasi Kepulauan Seribu	Kepulauan Seribu Utara
Jawa Timur	Kab. Kediri	Kepung
Sumatera Utara	Kab. Pakpak Barat	Kerajaan
Bali	Kab. Tabanan	Kerambitan
Jawa Timur	Kab. Tuban	Kerek
Riau	Kab. Siak	Kerinci Kanan
Riau	Kab. Indragiri Hilir	Keritang
Jawa Tengah	Kab. Karang Anyar	Kerjo
Bengkulu	Kab. Bengkulu Utara	Kerkap
Jawa Barat	Kab. Garut	Kersamanah
Jawa Tengah	Kab. Brebes	Kersana
Jawa Barat	Kab. Majalengka	Kertajati
Kalimantan Selatan	Kab. Banjar	Kertak Hanyar
Jawa Tengah	Kab. Purbalingga	Kertanegara
Sumatera Selatan	Kota Palembang	Kertapati
Jawa Barat	Kab. Bandung	Kertasari
Jawa Barat	Kab. Indramayu	Kertasemaya
Jawa Tengah	Kab. Wonosobo	Kertek
Jawa Timur	Kab. Nganjuk	Kertosono
Nusa Tenggara Barat	Kab. Lombok Timur	Keruak
Riau	Kab. Palalawan	Kerumutan
Jawa Timur	Kab. Blitar	Kesamben
Jawa Timur	Kab. Jombang	Kesamben
Jawa Barat	Kota Cirebon	Kesambi
Jawa Tengah	Kab. Pekalongan	Kesesi
Sulawesi Selatan	Kab. Tana Toraja Utara	Kesu
Jawa Tengah	Kab. Cilacap	Kesugihan
Bengkulu	Kab. Bengkulu Utara	Ketahun
Jawa Tengah	Kab. Brebes	Ketanggungan
Lampung	Kab. Lampung Selatan	Ketapang
Kalimantan Barat	Kab. Ketapang	Ketapang
Jawa Timur	Kab. Sampang	Ketapang
Aceh	Kab. Aceh Tengah	Ketol
Kalimantan Barat	Kab. Sintang	Ketungau Hilir
Kalimantan Barat	Kab. Sintang	Ketungau Hulu
Kalimantan Barat	Kab. Sintang	Ketungau Tengah
Nusa Tenggara Timur	Kab. Sikka	Kewapante
Jawa Barat	Bandung	Kiaracondong
Jawa Barat	Kab. Purwakarta	Kiarapedes
Banten	Kab. Serang	Kibin
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kie
Sumatera Selatan	Kab. Lahat	Kikim Barat
Sumatera Selatan	Kab. Lahat	Kikim Selatan
Sumatera Selatan	Kab. Lahat	Kikim Tengah
Sumatera Selatan	Kab. Lahat	Kikim Timur
Nusa Tenggara Barat	Kab. Dompu	Kilo
Papua	Kab. Merauke	Kimaam
Bengkulu	Kab. Kaur	Kinal
Sumatera Barat	Kab. Pasaman Barat	Kinali
Sulawesi Selatan	Kab. Bulukumba	Kindang
Bali	Kab. Bangli	Kintamani
Kalimantan Selatan	Kab. Tanah Laut	Kintap
Sulawesi Tengah	Kab. Banggai	Kintom
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Kisam Tinggi
Sumatera Utara	Kab. Asahan	Kisaran
Sumatera Utara	Kab. Asahan	Kisaran Barat
Sumatera Utara	Kab. Asahan	Kisaran Timur
Jawa Tengah	Kab. Wonogiri	Kismantoro
Papua	Kab. Pegunungan Bintang	Kiwirok
Jawa Timur	Kab. Bondowoso	Klabang
Jawa Timur	Kab. Lumajang	Klakah
Jawa Tengah	Kab. Grobogan	Klambu
Papua Barat	Kab. Sorong	Klamono
Jawa Timur	Kab. Bangkalan	Klampis
Jawa Barat	Kab. Cirebon	Klangenan
Jawa Barat	Kab. Bogor	Klapanunggal
Jawa Barat	Kab. Karawang	Klari
Jawa Tengah	Kab. Klaten	Klaten
Jawa Tengah	Kab. Klaten	Klaten Selatan
Jawa Tengah	Kab. Klaten	Klaten Tengah
Jawa Tengah	Kab. Klaten	Klaten Utara
Jawa Tengah	Kab. Temanggung	Kledung
Jawa Tengah	Kab. Boyolali	Klego
Jawa Tengah	Kab. Kebumen	Klirong
Jawa Timur	Kota Malang	Klojen
Aceh	Kab. Aceh Selatan	Kluet Selatan
Aceh	Kab. Aceh Selatan	Kluet Tengah
Aceh	Kab. Aceh Selatan	Kluet Timur
Aceh	Kab. Aceh Selatan	Kluet Utara
Bali	Kab. Klungkung	Klungkung
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Koba
Papua	Kab. Jayawijaya	Kobakma
Nusa Tenggara Timur	Kab. Belu	Kobalima
Sulawesi Tenggara	Kab. Kolaka Utara	Kodeoha
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi Bangedo
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi Utara
Papua Barat	Kab. Raja Ampat	Kofiau
DKI Jakarta	Kota Administrasi Jakarta Utara	Koja
Sulawesi Tenggara	Kab. Kota Bau-Bau	Kokalukuna
D.I. Yogyakarta	Kab. Kulon Progo	Kokap
Papua Barat	Kab. Fak-Fak	Kokas
Papua Barat	Kab. Sorong Selatan	Kokoda
Jawa Timur	Kab. Bangkalan	Kokop
Sulawesi Tenggara	Kab. Kolaka	Kolaka
Sumatera Utara	Kab. Tapanuli Tengah	Kolang
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Kolono
Nusa Tenggara Timur	Kab. Manggarai	Komba
Sulawesi Utara	Kab. Minahasa	Kombi
Nusa Tenggara Timur	Kab. Manggarai Barat	Komodo
Jawa Timur	Kab. Bangkalan	Konang
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Konda
Kalimantan Timur	Kab. Kutai Timur	Kongbeng
Sulawesi Tenggara	Kab. Muna	Kontunaga
Nusa Tenggara Barat	Kab. Lombok Tengah	Kopang
Banten	Kab. Serang	Kopo
Maluku	Kab. Maluku Tenggara Barat	Kormomolin
Banten	Kab. Tangerang	Kosambi /Salembaran jati
Sumatera Selatan	Kab. Lahat	Kota Agung
Lampung	Kab. Tanggamus	Kota Agung
Aceh	Kab. Aceh Singkil	Kota Baharu
Kalimantan Timur	Kab. Kutai Kartanegara	Kota Bangun
Gorontalo	Kota Gorontalo	Kota Barat
Kalimantan Selatan	Kab. Kota Baru	Kota Baru
Jambi	Kota Jambi	Kota Baru
Kalimantan Tengah	Kab. Kotawaringin Timur	Kota Besi
Lampung	Kab. Lampung Tengah	Kota Gajah
Aceh	Kab. Bireuen	Kota Juang
Sumatera Selatan	Kab. Ogan Komering Ilir	Kota Kayu Agung
Bengkulu	Kab. Bengkulu Selatan	Kota Manna
Maluku	Kab. Maluku Tengah	Kota Masohi
Bengkulu	Kab. Rejang Lebong	Kota Padang
Sumatera Utara	Kab. Labuhan Batu	Kota Pinang
Gorontalo	Kota Gorontalo	Kota Selatan
Gorontalo	Kota Gorontalo	Kota Timur
Gorontalo	Kota Gorontalo	Kota Utara
Kalimantan Tengah	Kab. Kotawaringin Barat	Kota Waringin Lama
Jawa Timur	Kab. Probolinggo	Kotaanyar
Nusa Tenggara Timur	Kab. Ende	Kotabaru
Jawa Barat	Kab. Karawang	Kotabaru
Lampung	Kab. Lampung Utara	Kotabumi
Lampung	Kab. Lampung Utara	Kotabumi Selatan
Lampung	Kab. Lampung Utara	Kotabumi Utara
Sulawesi Utara	Kab. Bolaang Mongondow	Kotabunan
D.I. Yogyakarta	Kota Yogyakarta	Kotagede
Sulawesi Utara	Kab. Bolaang Mongondow	Kotamobagu
Sumatera Utara	Kab. Mandailing Natal	Kotanopan
Sumatera Utara	Kab. Serdang Bedagai	Kotarih
Sumatera Barat	Kab. Dharmasraya	Koto Baru
Riau	Kab. Siak	Koto Gasip
Sumatera Barat	Kab. Solok Selatan	Koto Parik Gadang Diateh
Sumatera Barat	Kota Padang	Koto Tangah
Sumatera Barat	Kab. Sijunjung	Koto Tujuh
Sumatera Barat	Kab. Pesisir Selatan	Koto XI Tarusan
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kot'olin
Papua	Kab. Boven Digoel	Kouh
Jawa Tengah	Kab. Grobogan	Kradenan
Jawa Tengah	Kab. Blora	Kradenan /menden
Jawa Tengah	Kab. Rembang	Kragan
Banten	Kab. Serang	Kragilan
Jawa Timur	Kab. Probolinggo	Kraksaan
Jawa Tengah	Kab. Tegal	Kramat
DKI Jakarta	Kota Administrasi Jakarta Timur	Kramat Jati
Jawa Barat	Kab. Kuningan	Kramatmulya
Banten	Kab. Serang	Kramatwatu
Jawa Tengah	Kab. Temanggung	Kranggan
Jawa Barat	Kab. Indramayu	Krangkeng
Jawa Timur	Kab. Kediri	Kras
D.I. Yogyakarta	Kota Yogyakarta	Kraton
Sumatera Barat	Kab. Pasuruan	Kraton
Kalimantan Timur	Kab. Nunukan	Krayan
Kalimantan Timur	Kab. Nunukan	Krayan Selatan
Jawa Timur	Kab. Probolinggo	Krejengan
Jawa Timur	Kota Surabaya	Krembangan
Jawa Timur	Kab. Sidoarjo	Krembung
Banten	Kab. Tangerang	Kresek
D.I. Yogyakarta	Kab. Bantul	Kretek
Jawa Timur	Kab. Sidoarjo	Krian
Jawa Timur	Kab. Malang	Kromengan
Banten	Kab. Tangerang	Kronjo
Jawa Barat	Kab. Indramayu	Kroya
Jawa Tengah	Kab. Cilacap	Kroya
Jawa Timur	Kab. Probolinggo	Krucil
Aceh	Kab. Aceh Besar	Krueng Barona Jaya
Aceh	Kab. Aceh Jaya	Krueng Sabee/Calang
Aceh	Kab. Bireuen	Kuala
Aceh	Kab. Nagan Raya	Kuala
Sumatera Utara	Kab. Langkat	Kuala
Aceh	Kab. Aceh Barat Daya	kuala Batee
Kalimantan Barat	Kab. Landak	Kuala Behe
Riau	Kab. Indragiri Hilir	Kuala Indragiri
Riau	Kab. Palalawan	Kuala Kampar
Kalimantan Tengah	Kab. Kapuas	Kuala Kapuas
Papua	Kab. Mimika	Kuala Kencana
Kalimantan Tengah	Kab. Gunung Mas	Kuala Kurun
Kalimantan Barat	Kab. Kubu Raya	Kuala Mandor
Kalimantan Tengah	Kab. Seruyan	Kuala Pembuang
Aceh	Kab. Aceh Tamiang	Kuala Simpang
Jambi	Kab. Tanjung Jabung Barat	Kualatungkal
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kualin
Sumatera Utara	Kab. Labuhan Batu	Kualuh Hilir
Sumatera Utara	Kab. Labuhan Batu	Kualuh Hulu
